rowid,artist,album,track,genre,release_year,null_response,duration_ms,time_signature,tempo,key,mode,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,popularity,song_age,popularity_per_year
27275829,Carlos Lyra,Bossa Nova,Quando Chegares,bossa nova,1960,0,187653,,91.921,2,0,0.463,0.079,-23.369,0.0451,0.831,0.0049,0.294,0.347,2.0,66,0.0303
48988660,Atahualpa Yupanqui,Piedra y camino,Camino a los valles,folklore argentino,1960,0,219478,,154.665,8,1,0.495,0.276,-15.938,0.162,0.825,3.67e-05,0.0916,0.297,1.0,66,0.0152
2483382,Brenda Lee,This Is...Brenda,Blueberry Hill,christmas,1960,0,150267,,121.418,8,1,0.706,0.566,-6.866,0.0363,0.554,0.0,0.345,0.796,27.0,66,0.4091
23771292,New York Philharmonic,"Vivaldi: The Four Seasons, Concertos","The Four Seasons - Violin Concerto in F Minor, RV 297, ""Winter"": I. Allegro non molto",classical,1960,0,200693,,154.854,5,0,0.449,0.336,-14.882,0.0621,0.784,0.119,0.262,0.324,2.0,66,0.0303
102126611,Ary Lobo,Cheguei Na Lua,Recife Sangrento,forró,1960,0,141453,,96.828,5,0,0.581,0.661,-8.726,0.0456,0.693,0.0,0.466,0.879,13.0,66,0.197
14705247,Freddy Cannon,The Explosive! Freddy Cannon,Okefenokee,doo-wop,1960,0,154453,,130.244,1,1,0.558,0.704,-8.129,0.0338,0.425,4.82e-05,0.17,0.321,4.0,66,0.0606
96541353,Suma Paz,"La Incomparable Suma Paz, Su Canto y Su Guitarra",El Aromo,folklore argentino,1960,0,197227,,142.403,7,1,0.595,0.145,-12.928,0.0548,0.983,0.00041,0.105,0.384,1.0,66,0.0152
152532059,Hemant Kumar,Chayanika - Hemanta Mukherjee,Ghum Nai Keno Chokhe,bangla pop,1960,0,194160,,88.417,3,1,0.443,0.244,-17.683,0.0338,0.979,0.886,0.151,0.384,1.0,66,0.0152
60295736,Don Ralke,The Savage And The Sensuous Bongos,Moon Goddess,exotica,1960,0,170120,,97.665,5,1,0.511,0.226,-23.734,0.0303,0.466,0.761,0.141,0.531,25.0,66,0.3788
24321740,Henryk Szeryng,"Brahms: Trio for Piano, Violin and Horn in E-Flat Major, Op. 40 - Beethoven: Sonata for Piano and Horn in F Major, Op. 17","Trio for Piano, Violin and Horn in E-Flat Major, Op. 40: III. Adagio mesto",classical,1960,0,482373,,169.095,11,1,0.109,0.0548,-24.134,0.0494,0.975,0.804,0.097,0.0387,1.0,66,0.0152
26318071,Johann Sebastian Bach,Bach: Complete Organ Works (Analogue Version - 1959-67),"Bach, JS: Wo soll ich fliehen hin, BWV 646",classical,1960,0,95627,,173.796,4,0,0.132,0.14,-16.341,0.0334,0.957,0.685,0.298,0.373,1.0,66,0.0152
91290901,Carlos Gonzaga,The Best-Seller,Chama de Amor (Flaming Love),brega,1960,0,138796,,112.319,5,1,0.479,0.449,-8.015,0.0304,0.833,0.000113,0.105,0.515,1.0,66,0.0152
122128876,The Flamingos,Flamingo Favorites,Sweet and Lovely,doo-wop,1960,0,196533,,86.187,5,1,0.344,0.268,-16.385,0.0298,0.585,0.0,0.264,0.303,7.0,66,0.1061
2748511,Big Joe Turner,"Ten Years of Hits -The Singles As & Bs, 1951 - 1960",Shake Rattle And Roll,boogie-woogie,1960,0,180893,,154.362,8,1,0.692,0.378,-12.48,0.0499,0.638,6.66e-05,0.0944,0.875,8.0,66,0.1212
92686605,Los Romanceros,Chacha Linda y Otras Canciones de Serenata por los Romanceros,Te Amo,bolero,1960,0,154514,,110.087,0,1,0.538,0.423,-9.732,0.0322,0.926,0.000554,0.284,0.567,1.0,66,0.0152
2659349,Paul Weston,The Sweet And The Swingin',Dream,big band,1960,0,157733,,112.992,10,1,0.508,0.306,-12.997,0.0283,0.456,0.000398,0.251,0.655,2.0,66,0.0303
74117404,John Lewis,John Lewis Presents Jazz Abstractions,Variants on a Theme of Thelonious Monk (Criss Cross): Variant IV,cool jazz,1960,0,202600,,120.928,9,1,0.462,0.16,-17.16,0.0491,0.836,0.000225,0.125,0.215,2.0,66,0.0303
2634833,Little Willie John,In Action!,Right There,doo-wop,1960,0,117098,,80.693,3,1,0.375,0.867,-6.647,0.0431,0.761,0.0,0.319,0.814,3.0,66,0.0455
26318185,Johann Sebastian Bach,Bach: Complete Organ Works (Analogue Version - 1959-67),"Bach, JS: Prelude and Fugue in G Minor, BWV 558: I. Prelude",classical,1960,0,118493,,65.429,7,0,0.222,0.0163,-27.712,0.0526,0.821,0.909,0.106,0.0995,1.0,66,0.0152
49726387,Jean Ritchie,"British Traditional Ballads in the Southern Mountains, Volume 1",Hangman,folk,1960,0,122320,,116.652,4,1,0.663,0.326,-11.588,0.0459,0.966,0.0,0.309,0.75,12.0,66,0.1818
23448322,Sun Ra,Fate in a Pleasant Mood,Space Mates,free jazz,1960,0,434514,,71.888,0,0,0.316,0.18,-18.184,0.0501,0.887,0.287,0.109,0.245,7.0,66,0.1061
13636640,Édith Piaf,A L'Olympia 1961,La Belle histoire d'amour - Live à l'Olympia 1960,chanson,1960,0,265093,,102.03,8,1,0.415,0.33,-18.361,0.339,0.783,0.0,0.763,0.495,3.0,66,0.0455
2641903,Dion & The Belmonts,Wish Upon A Star,When You Wish Upon A Star,doo-wop,1960,0,148627,,110.762,4,1,0.561,0.354,-7.519,0.0303,0.879,0.0,0.122,0.493,31.0,66,0.4697
219085412,Maynard Ferguson,Let's Face the Music and Dance,It Could Happen to You,big band,1960,0,143973,,116.098,0,0,0.491,0.319,-10.249,0.0329,0.666,0.166,0.219,0.742,3.0,66,0.0455
49659261,Billy Bland,Let the Little Girl Dance/Sweet Thing,Let the Little Girl Dance,doo-wop,1960,0,138070,,143.555,5,1,0.509,0.752,-4.956,0.04,0.22,0.0,0.359,0.961,2.0,66,0.0303
30707833,Tal Farlow,The Guitar Artistry Of Tal Farlow,Sweet Lorraine,bebop,1960,0,328400,,79.022,2,0,0.471,0.0312,-28.849,0.095,0.92,0.911,0.0951,0.146,1.0,66,0.0152
104122902,Elmore James,Shake Your Money Maker: The Best of the Fire Sessions,Held My Baby Last Night,blues,1960,0,169897,,175.757,2,1,0.341,0.524,-6.991,0.0396,0.0279,0.0783,0.13,0.312,4.0,66,0.0606
124941933,Celio Gonzalez,Mas Éxitos De Sonora Matancera,Ajiaco Caliente,bolero,1960,0,150400,,92.002,11,0,0.676,0.433,-6.23,0.042,0.776,0.000115,0.00947,0.969,1.0,66,0.0152
49260040,Doris Day,What Every Girl Should Know,When You're Smiling,adult standards,1960,0,157200,,111.427,8,1,0.604,0.0913,-16.796,0.037,0.915,3.97e-06,0.111,0.41,21.0,66,0.3182
6890606,The Tabernacle Choir at Temple Square,The Joy of Christmas,"Lullay, My Liking (I saw a maiden)",choral,1960,0,305040,,77.788,7,1,0.124,0.0985,-21.748,0.0425,0.98,0.0098,0.397,0.0586,3.0,66,0.0455
31677679,María Elena Sandoval,Si Fuera Libre,Miseria,bolero,1960,0,175107,,104.517,4,0,0.438,0.317,-10.602,0.0521,0.987,0.0052,0.366,0.243,5.0,66,0.0758
11792108,Kishore Kumar,Warrant (Original Motion Picture Soundtrack),Ruk Jana O Janan,bangla pop,1960,0,220213,,203.494,4,1,0.201,0.637,-11.758,0.0554,0.644,0.0348,0.152,0.67,10.0,66,0.1515
122565038,Bob Florence Big Band,"Bongos, Reeds, Brass",Theme from Romeo & Juliet,big band,1960,0,109507,,62.053,9,1,0.386,0.239,-13.258,0.0266,0.93,0.508,0.0623,0.149,1.0,66,0.0152
796244,Joan Baez,Joan Baez,Donna Donna,folk,1960,0,192933,,117.444,6,0,0.579,0.0233,-18.57,0.0445,0.957,6.74e-05,0.101,0.389,50.0,66,0.7576
159690457,Orquesta RGE,Voltei,Alguém Me Disse,bossa nova,1960,0,191667,,89.837,3,0,0.646,0.188,-14.769,0.039,0.82,0.000907,0.106,0.418,17.0,66,0.2576
54942811,John Eliot Gardiner,The Vivaldi Collection,"Concerto in D Major for Lute and Strings, RV 93: III. Allegro",choral,1960,0,126547,,103.562,2,1,0.439,0.361,-17.734,0.0438,0.928,0.947,0.169,0.893,1.0,66,0.0152
123343100,Conway Twitty,Lonely Blue Boy,Eternal Tears,country,1960,0,138773,,107.819,7,1,0.801,0.366,-13.279,0.0453,0.776,0.0,0.155,0.86,3.0,66,0.0455
78094831,Henry Jerome & His Orchestra,Brazen Brass,Sleepy Time Gal,exotica,1960,0,158973,,82.102,0,1,0.487,0.163,-14.475,0.0383,0.84,0.886,0.134,0.391,1.0,66,0.0152
14711843,Igor Markevitch,Berlioz: La Damnation de Faust (Igor Markevitch – The Deutsche Grammophon Legacy: Volume 10),"La damnation de Faust, Op. 24, H. 111 / Pt. III: ""Merci, doux crépuscule!"" - ""Je l'entends!"" (Faust / Méphistophélès, Faust)",classical,1960,0,295827,,108.095,5,1,0.265,0.101,-20.755,0.0429,0.98,0.00105,0.126,0.0564,1.0,66,0.0152
235351785,Pannalal Bhattacharya,Je Beena Bajiye Gele,Tumi To Jano Na,devotional,1960,0,180187,,73.249,1,1,0.453,0.211,-14.044,0.0333,0.988,0.0241,0.15,0.511,14.0,66,0.2121
198430506,Mark Dinning,Wanderin',Teen Angel,doo-wop,1960,0,160973,,101.348,0,1,0.558,0.0953,-14.696,0.044,0.865,0.0,0.118,0.48,4.0,66,0.0606
72293528,Ral Donner,I Don't Need You,Will You Love Me In Heaven - (Alternate Take),doo-wop,1960,0,116000,,80.3,6,1,0.512,0.615,-7.972,0.0408,0.598,0.0,0.135,0.809,2.0,66,0.0303
129922481,The Flamingos,Requestfully Yours,When I Fall in Love,doo-wop,1960,0,178427,,187.049,3,1,0.253,0.254,-11.597,0.0425,0.625,0.0,0.205,0.335,11.0,66,0.1667
58946794,Arthur Lyman,Taboo 2: New Exotic Sounds of Arthur Lyman,Mangwani Mpulele,exotica,1960,0,136640,,123.504,11,0,0.615,0.292,-19.664,0.212,0.00872,0.00939,0.0881,0.428,5.0,66,0.0758
96591576,Julito Rodriguez y su Trio,Vol. 2,La Muchacha Que Yo Quiero,bolero,1960,0,164240,,96.549,9,0,0.663,0.665,-7.84,0.1,0.646,0.0,0.168,0.83,1.0,66,0.0152
62766846,Elizeth Cardoso,A Meiga Elizeth,Tome Continha De Você,bossa nova,1960,0,196547,,96.688,0,1,0.782,0.452,-7.657,0.045,0.909,0.000582,0.092,0.6,1.0,66,0.0152
58946789,Arthur Lyman,Taboo 2: New Exotic Sounds of Arthur Lyman,Moon of Manakoora,exotica,1960,0,159920,,113.532,0,1,0.328,0.0552,-28.69,0.0423,0.899,0.689,0.18,0.113,16.0,66,0.2424
124537060,Merle Travis,Walkin' The Strings,Little David Play On Your Harp - Instrumental,bluegrass,1960,0,141160,,132.148,6,1,0.643,0.133,-17.037,0.0521,0.878,0.123,0.227,0.704,2.0,66,0.0303
2758733,John Lee Hooker,That's My Story,I Believe I’ll Go Back Home,blues,1960,0,222467,,176.666,2,1,0.503,0.0927,-17.549,0.0534,0.667,0.000355,0.0715,0.298,8.0,66,0.1212
15815708,Lonnie Johnson,Blues By Lonnie Johnson (Remastered 1991),No Love For Sale - Remastered 1991,blues,1960,0,182493,,128.382,5,1,0.628,0.319,-14.04,0.0384,0.915,0.00223,0.158,0.615,1.0,66,0.0152
110808006,Les Elgart & His Orchestra,Designs For Dancing,Cocktails For Two,big band,1960,0,137613,,177.569,1,1,0.482,0.427,-14.652,0.0404,0.824,0.24,0.257,0.688,2.0,66,0.0303
104630839,Tom Lehrer,Tom Lehrer In Concert,The Elements - Live,comedy,1960,0,138267,,120.417,7,1,0.531,0.735,-13.916,0.759,0.939,0.0,0.702,0.57,6.0,66,0.0909
78094827,Henry Jerome & His Orchestra,Brazen Brass,When The Saints Go Marching In,exotica,1960,0,114613,,94.234,9,0,0.69,0.553,-13.607,0.142,0.523,0.503,0.0788,0.932,1.0,66,0.0152
221396388,Sirkazhi Govindarajan,Irumbu Thirai,Manitharai Manithar,devotional,1960,0,159853,,90.003,11,0,0.473,0.698,-8.003,0.108,0.862,0.00728,0.448,0.751,1.0,66,0.0152
13603923,Henry Walford Davies,Favourite Military Bands (2023 Remastered Edition),RAF March Past (2023 Remastered Edition),choral,1960,0,175200,,123.078,3,1,0.551,0.56,-11.439,0.041,0.986,0.835,0.36,0.585,1.0,66,0.0152
7110750,Henry Mancini,High Time (Music From The Motion Picture Score),New Blood,exotica,1960,0,167307,,186.179,5,1,0.308,0.313,-17.338,0.0314,0.863,0.0438,0.218,0.484,7.0,66,0.1061
759202,The Everly Brothers,The Fabulous Style Of The Everly Brothers,When Will I Be Loved,doo-wop,1960,0,125973,,118.466,11,1,0.58,0.478,-9.881,0.0296,0.1,0.0,0.226,0.893,40.0,66,0.6061
24299091,Igor Markevitch,"Works of Lili Boulanger: Du fond de l'abîme (Psaume 130), Psaume 24 & 129, Vieille prière bouddhique, Pie Jesu",Vieille prière bouddhique,classical,1960,0,431899,,83.419,8,1,0.129,0.164,-18.068,0.0377,0.977,0.849,0.104,0.0546,1.0,66,0.0152
74951616,Speedy West,Steel Guitar,West Of Samoa,exotica,1960,0,153707,,101.809,9,1,0.51,0.29,-13.268,0.0323,0.473,0.243,0.343,0.261,26.0,66,0.3939
4982240,Sonny Stitt,The Hard Swing,After You've Gone,bebop,1960,0,225107,,130.781,0,0,0.639,0.315,-12.301,0.0525,0.847,0.0466,0.188,0.661,17.0,66,0.2576
25196024,Gunter Kehr,"J.S. Bach: Orchestral Suites Nos. 1-4, BWV 1066-1069","Orchestral Suite No. 1 in C Major, BWV 1066: VII. Passepieds I & II",classical,1960,0,203973,,65.634,0,1,0.27,0.141,-18.238,0.0405,0.834,0.876,0.1,0.364,1.0,66,0.0152
141294538,Gerry Mulligan And The Concert Jazz Band,Live in Paris,You Took Advantage of Me (Live 1960),cool jazz,1960,0,266093,,96.866,5,1,0.656,0.447,-12.404,0.0586,0.791,0.000194,0.639,0.738,1.0,66,0.0152
240531252,Claudio Arrau,"Beethoven: Concerto pour piano No. 5, Op. 73, ""L'empereur"" (Remastered, Stereo Version)","Concerto pour piano No. 5 in E-Flat Major, Op. 73 ""L'empereur"": I. Allegro - Remastered",classical piano,1960,0,1220830,,129.308,3,1,0.34,0.232,-14.034,0.0337,0.987,0.925,0.189,0.0959,1.0,66,0.0152
134813912,Bhimsen Joshi,Abhanga Vani,Maze Maaher Pandhari - Pandit Bhimsen Joshi,bhajan,1960,0,422000,,112.24,1,1,0.447,0.418,-15.082,0.0427,0.848,2.12e-05,0.0645,0.706,43.0,66,0.6515
116969844,Eddie Lund and His Tahitians,Lure of Tahiti,Chululu,exotica,1960,0,153646,,130.939,2,1,0.782,0.679,-9.608,0.0448,0.994,0.665,0.13,0.847,1.0,66,0.0152
56254693,Lucio Alves,A Bossa É Nossa,Dindi,bossa nova,1960,0,175155,,85.001,6,0,0.249,0.153,-14.465,0.0405,0.885,0.161,0.151,0.124,13.0,66,0.197
23706769,Ruggiero Ricci,Paganini: 24 Caprices,"24 Caprices for Solo Violin, Op. 1, MS 25: No. 6 in G Minor ""The Trill"". Adagio",classical,1960,0,329440,,83.092,7,0,0.104,0.236,-22.776,0.0415,0.88,0.0146,0.71,0.0592,1.0,66,0.0152
49776894,Maynard Ferguson,Newport Suite,Jazz Bary,big band,1960,0,268038,,96.595,5,1,0.508,0.661,-8.802,0.0749,0.617,0.0389,0.285,0.876,2.0,66,0.0303
103347472,鄭君綿,歡場三怪,坐茶監,cantopop,1960,0,193840,,123.959,3,0,0.618,0.473,-13.892,0.0712,0.803,0.0,0.277,0.682,1.0,66,0.0152
162280752,T. M. Soundararajan,Ellorum Innattu Mannar,En Arumai Kathalikku,devotional,1960,0,213467,,143.121,7,1,0.488,0.561,-10.624,0.0657,0.903,0.648,0.166,0.643,16.0,66,0.2424
48991118,Eden Ahbez,Eden's Island,Myna Bird,exotica,1960,0,141573,,139.667,9,1,0.26,0.154,-16.19,0.0314,0.974,0.00641,0.102,0.0851,23.0,66,0.3485
33256603,Radha Viswanathan,"Balaji Pancharatnamala, Vol. 2","Entamatramu, Pt. 1",devotional,1960,0,196133,,73.163,1,1,0.497,0.496,-7.323,0.0756,0.855,0.0,0.0881,0.871,18.0,66,0.2727
106248024,Lloyd Miller,Orientations,"Segah Leaves (1960, Re-edited 2021)",ethiopian jazz,1960,0,350459,,115.44,3,1,0.342,0.554,-6.725,0.0299,0.897,0.866,0.213,0.199,6.0,66,0.0909
76362103,Doris Day,Show Time,When I'm Not Near the Boy I Love,adult standards,1960,0,155240,,135.596,8,1,0.388,0.0536,-16.931,0.0323,0.908,3.04e-06,0.263,0.329,2.0,66,0.0303
2694371,Johnnie Ray,All of me,Such a Night,adult standards,1960,0,132417,,94.939,9,1,0.71,0.741,-6.775,0.0689,0.519,0.0,0.233,0.909,2.0,66,0.0303
4349614,Philadelphia Orchestra,"Rachmaninoff: Symphony No. 2 in E Minor, Op. 27","Symphony No. 2 in E Minor, Op. 27: IV. Allegro vivace",classical,1960,0,676333,,95.188,9,1,0.18,0.303,-14.894,0.0347,0.822,0.903,0.332,0.0795,1.0,66,0.0152
79753110,Alan Mills,Canada's Story in Song,"Canadian Errant, Un",folk,1960,0,146840,,93.712,8,0,0.386,0.0128,-29.16,0.0662,0.991,0.00235,0.124,0.286,4.0,66,0.0606
55190634,Astrid Lindgren Deutsch,Die schönsten Geschichten von Astrid Lindgren,Kapitel 07: Immer lustig in Bullerbü.3 - Die schönsten Geschichten von Astrid Lindgren,children's music,1960,0,204500,,69.69,1,1,0.598,0.248,-19.404,0.944,0.791,0.0,0.107,0.419,4.0,66,0.0606
74973225,José Sabre Marroquín Y Su Orquesta,Vintage Pop No. 207 - EP: La Novia,La Novia,bolero,1960,0,155642,,96.317,1,1,0.385,0.125,-10.894,0.0383,0.873,0.0,0.101,0.281,1.0,66,0.0152
15556442,Count Basie,Dance Along with Basie,How Am I to Know,big band,1960,0,152453,,100.984,0,1,0.511,0.363,-13.061,0.072,0.447,0.429,0.238,0.559,1.0,66,0.0152
79415690,Astrid Lindgren Deutsch,"Wichtel, Wunder, Winterzauber (Die schönsten Wichtelgeschichten von Astrid Lindgren, Sven Nordqvist u. a.)","Kapitel 7.2 & Kapitel 8.1 - Wichtel, Wunder, Winterzauber",children's music,1960,0,198567,,102.05,9,1,0.692,0.37,-15.408,0.958,0.208,0.0,0.0848,0.418,3.0,66,0.0455
48763049,Jesse Belvin,Mr. Easy,The Very Thought of You,doo-wop,1960,0,199267,,78.026,5,1,0.309,0.147,-18.188,0.0441,0.871,7.84e-05,0.12,0.269,1.0,66,0.0152
51022188,New York Philharmonic,"Copland: Appalachian Spring, Rodeo, Billy the Kid & Fanfare for the Common Man",Appalachian Spring: IV. Quite Fast,classical,1960,0,214293,,126.543,4,1,0.374,0.27,-15.228,0.039,0.968,0.934,0.242,0.259,30.0,66,0.4545
11314494,Doris Day,Christmas Big Band & Swing Hits,The Second Star to the Right,adult standards,1960,0,180414,,76.398,0,1,0.215,0.146,-15.4,0.036,0.988,0.302,0.186,0.177,4.0,66,0.0606
74263322,Berliner Philharmoniker,Tchaikovsky: Symphony No. 4,"Tchaikovsky: Symphony No. 4 in F Minor, Op. 36: II. Andantino in modo di canzona",classical,1960,0,548173,,74.15,10,0,0.079,0.0406,-23.422,0.0432,0.932,0.702,0.0854,0.0369,1.0,66,0.0152
6748145,Verlye Mills,Exotic Sounds from a Space Age Bachelor Pad,C Sharp Minor Beat,exotica,1960,0,153015,,122.274,1,0,0.448,0.45,-10.129,0.0335,0.18,0.734,0.0996,0.305,1.0,66,0.0152
62166999,Tak Shindo,Accent On Bamboo,Portrait In Blue,exotica,1960,0,160747,,87.443,7,0,0.365,0.359,-13.937,0.0296,0.58,0.803,0.459,0.441,3.0,66,0.0455
237678616,Conjunto António Mafra,Antologia 1960-86,O Papagaio Da Rita,fado,1960,0,170080,,149.735,7,1,0.535,0.531,-11.527,0.0344,0.456,0.0,0.492,0.951,1.0,66,0.0152
123437235,João Gilberto,"O Amor, O Sorriso e a Flor (Digital Remaster)",Um Abraço no Bonfá - Digital Edit,bossa nova,1960,0,96693,,79.965,5,1,0.752,0.374,-14.261,0.0847,0.863,0.749,0.108,0.738,14.0,66,0.2121
29248031,Felix Ayo,"Vivaldi: Les quatre saisons, Op. 8 (Stereo Version)","Les quatre saisons, Op. 8, Concerto pour violon No. 2 in G Minor, RV 315 ""L'été"": III. Presto",classical,1960,0,173235,,141.545,7,0,0.272,0.428,-16.511,0.0376,0.84,0.893,0.0837,0.473,1.0,66,0.0152
28897405,Marinês E Sua Gente,Marinês e Sua Gente,Alô Paraíba,forró,1960,0,158948,,133.046,7,1,0.729,0.534,-7.587,0.0511,0.743,0.0,0.114,0.776,1.0,66,0.0152
24303814,Ferdinand Leitner,Tchaikovsky: Ballet Suites,"Nutcracker Suite, Op. 71a, TH.35: 2b. Dance Of The Sugar-Plum Fairy",classical,1960,0,118097,,110.501,4,0,0.441,0.0398,-28.712,0.0318,0.985,0.965,0.112,0.145,6.0,66,0.0909
236692125,Ghantasala,Agni Pareeksha,Kondapai Nindugaa,devotional,1960,0,198853,,109.594,0,1,0.311,0.88,-10.905,0.0896,0.781,0.912,0.8,0.276,1.0,66,0.0152
6894400,New York Philharmonic,Grofé: Grand Canyon & Mississippi Suites,"Mississippi Suite ""A Journey in Tones"": II. Huckleberry Finn",classical,1960,0,133467,,82.291,6,1,0.21,0.477,-11.417,0.0437,0.895,0.765,0.267,0.111,7.0,66,0.1061
5331561,New York Philharmonic,Barber: Adagio & Pièces diverses,"The School for Scandal Overture, Op. 5",classical,1960,0,453067,,78.841,0,1,0.172,0.196,-17.992,0.0433,0.889,0.848,0.149,0.149,2.0,66,0.0303
15437666,George Melachrino,The Music of Victor Herbert & Sigmund Romberg,March of the Toys,easy listening,1960,0,283720,,118.483,5,1,0.52,0.302,-18.138,0.0497,0.798,0.703,0.0785,0.494,1.0,66,0.0152
240531254,Claudio Arrau,"Beethoven: Concerto pour piano No. 5, Op. 73, ""L'empereur"" (Remastered, Stereo Version)","Concerto pour piano No. 5 in E-Flat Major, Op. 73 ""L'empereur"": III. Rondo. Allegro - Remastered",classical piano,1960,0,643140,,88.497,3,1,0.303,0.267,-11.875,0.0337,0.987,0.924,0.209,0.136,1.0,66,0.0152
96799841,The Brothers Four,Rally 'Round!,Follow The Drinkin' Gourd,folk,1960,0,195133,,66.329,9,0,0.477,0.111,-15.848,0.037,0.924,0.0,0.115,0.317,1.0,66,0.0152
15578873,The Marcels,One Last Kiss,Blue Moon - Re-recorded,doo-wop,1960,0,130267,,132.22,7,1,0.616,0.475,-7.778,0.0281,0.617,0.0,0.105,0.936,30.0,66,0.4545
15687823,Big Bill Broonzy,The Big Bill Broonzy Story,"Hush, Hush",blues,1960,0,253067,,173.097,3,1,0.62,0.179,-9.676,0.0419,0.835,1.98e-06,0.135,0.38,1.0,66,0.0152
51022190,New York Philharmonic,"Copland: Appalachian Spring, Rodeo, Billy the Kid & Fanfare for the Common Man",Appalachian Spring: VI. Meno mosso,classical,1960,0,74400,,143.091,8,1,0.135,0.0179,-34.134,0.0447,0.918,0.687,0.11,0.0349,29.0,66,0.4394
121463699,Judy Garland,That's Entertainment!,I've Confessed To The Breeze (I Love You),christmas,1960,0,188159,,117.99,6,1,0.245,0.106,-19.363,0.037,0.955,1.91e-05,0.242,0.194,5.0,66,0.0758
49260049,Doris Day,What Every Girl Should Know,The Everlasting Arms (with Norman Luboff Choir),adult standards,1960,0,190440,,176.036,7,1,0.174,0.046,-23.552,0.0408,0.966,0.00258,0.102,0.0725,1.0,66,0.0152
167863523,Mahendra Kapoor,Anuradha,Bahut Din Huye Taron Ke Desh Men,bhajan,1960,0,208249,,77.08,8,1,0.38,0.232,-17.956,0.13,0.987,0.879,0.121,0.513,2.0,66,0.0303
124140257,Andy Williams,The Village of Saint Bernadette,The Village of Saint Bernadette,christmas,1960,0,202000,,87.633,8,1,0.268,0.238,-11.09,0.0297,0.943,5.19e-05,0.185,0.306,13.0,66,0.197
24078643,Vladimir Ashkenazy,Chopin: Etudes,"Études, Op. 10: No. 2 in A Minor",classical piano,1960,0,78493,,163.428,9,0,0.26,0.148,-26.17,0.0368,0.978,0.927,0.13,0.663,4.0,66,0.0606
62167222,Ethel Azama,Cool Heat,Squeeze Me,exotica,1960,0,202053,,85.251,2,1,0.476,0.0364,-24.321,0.0423,0.819,2.06e-05,0.292,0.191,1.0,66,0.0152
76362100,Doris Day,Show Time,I Got the Sun in the Morning,adult standards,1960,0,227773,,105.998,0,1,0.554,0.107,-15.721,0.0567,0.877,1.29e-06,0.0666,0.216,13.0,66,0.197
59450938,Bob Gibson,Ski Songs (Remastered Edition),Super Skier,folk,1960,0,151019,,140.949,10,1,0.716,0.467,-11.683,0.135,0.746,0.0,0.0178,0.878,2.0,66,0.0303
219085417,Maynard Ferguson,Let's Face the Music and Dance,Don't Take Your Love From Me,big band,1960,0,176667,,103.68,3,1,0.468,0.357,-11.098,0.0586,0.541,0.0951,0.105,0.665,2.0,66,0.0303
110808008,Les Elgart & His Orchestra,Designs For Dancing,They Didn't Believe Me,big band,1960,0,165053,,135.98,8,1,0.639,0.441,-15.519,0.0312,0.819,0.611,0.0873,0.834,1.0,66,0.0152
152992864,M. L. Vasanthakumari,Manthiri Kumari,Aaha Ha Ha Vaazhiville,devotional,1960,0,200293,,119.431,3,0,0.655,0.349,-13.605,0.0813,0.988,0.738,0.173,0.96,3.0,66,0.0455
49054066,Bob Crosby & His Orchestra,"Play W. C. Handy, Vol. 2 (Mono Version)",Beale Street Blues,big band,1960,0,190228,,115.515,10,1,0.515,0.273,-15.436,0.0573,0.832,0.905,0.101,0.689,6.0,66,0.0909
48413723,Eduardo Falú,Yo Soy Eduardo Falu Vol. 4,Fuga del sol,folklore argentino,1960,0,202344,,132.126,0,1,0.406,0.267,-13.576,0.0396,0.963,0.929,0.117,0.152,1.0,66,0.0152
149978190,Eugene Ormandy,Shostakovich: Concerto pour violoncelle No. 1 & Concerto pour piano No. 2 (Mono Version),"Concerto pour violoncelle No. 1 in E-Flat Major, Op. 107: IV. Finale. Allegro con moto",classical,1960,0,273489,,146.058,2,1,0.455,0.356,-14.224,0.0575,0.934,0.799,0.125,0.58,3.0,66,0.0455
4355361,Philadelphia Orchestra,"Vivaldi: The Four Seasons, Op. 8; Double Concertos RV 514, RV 517, RV 509 & RV 512 - Sony Classical Originals","Violin Concerto No. 1 in E Major, RV 269 ""Spring"": I. Allegro",classical,1960,0,206947,,100.759,4,1,0.414,0.254,-12.957,0.0302,0.855,0.884,0.115,0.307,1.0,66,0.0152
4549164,Odetta,Odetta Sings the Ballad for Americans and Other American Ballads,Great Historical Bum,folk,1960,0,116520,,103.149,1,1,0.563,0.68,-3.444,0.0659,0.767,2.1e-05,0.154,0.684,2.0,66,0.0303
97551640,Billy Mure,A String of Trumpets,A String of Trumpets,exotica,1960,0,109658,,75.007,8,1,0.653,0.858,-8.811,0.0689,0.633,0.0445,0.263,0.836,1.0,66,0.0152
2607927,Lewis Lymon & The Teenchords,These Great Stars Are On Fire & Fury,I'm so Happy,doo-wop,1960,0,163681,,205.789,5,0,0.299,0.824,-6.044,0.0902,0.756,2.93e-05,0.244,0.673,1.0,66,0.0152
131102107,合唱団 京都エコー,心のふるさと　抒情歌ベスト,夏の思い出,choral,1960,0,181640,,137.433,5,1,0.245,0.148,-20.957,0.0417,0.993,0.624,0.0937,0.0902,6.0,66,0.0909
23889098,Byron Janis,"Rachmaninoff: Piano Concerto No. 2; Two Preludes - The Mercury Masters, Vol. 1","Prelude in E-Flat Major, Op. 23 No. 6",classical piano,1960,0,170881,,74.993,3,1,0.277,0.0388,-23.008,0.0324,0.994,0.913,0.104,0.116,4.0,66,0.0606
